StroopEffect,age,Agreeableness,AttentionCheck,Conscientiousness,TimeofSemester,Extraversion,gender,Intrinsic,Mood,Neuroticism,NFC,Openness,Persistence,SelfEsteem,Stress,Temperatureinlab,SubjectiveTemp,SubjectiveLight,SubjectiveSpace,YearinCollege
.400138743956418,40,6,1,6,.090909091,4,2,3.2,6,4.5,4.333333333,4.5,38,6,2.5,70,70,4,4,4
.0873722629895844,21,4,1,4.5,.718446602,4.5,2,3.266666667,4.5,5,3,5.5,130.9999998,5,3.75, ,70,6,2,4
.357364945976665,21,5.5,1,4,.887323944,4,2,2.6,5,2,3.5,4.5,239.9999932,6,2.5,77,69.8,6,4,4
.693174150334478,21,4,0,4.5,.084507042,3.5,2,2.533333333,3,4.5,2.666666667,3,64.0000049,4,3,77,68,3,4,4
.703742895892431,21,3.5,1,5.5,.568181818,6,2,2.8,6,2.5,4.333333333,5,240.000002,7,1.5,72,68,6,4,4
.319710753340534,32,4,1,6.5,.079545455,6,2,2.866666667,6,1,4.166666667,4.5,49,6,2, ,68,4,2,4
.170842101152414,23,5,1,5,.523255814,6,2,2.666666667,4.5,5,3.666666667,5,102.0000037,5,2.75,73,67,6,3,4
.512015572711402,21,5.5,1,7,.988636364,4,2,2.933333333,6,2,3.666666667,5.5,198.9999969,6,2,72,67,4,4,4
-.118679581516599,21,4.5,0,6,.045454545,6,2,2.8,5,2.5,3.666666667,6.5,146,6,2.75,70,67,6,2,4
.48169940743645,21,4,1,5.5,.76056338,1.5,2,2.933333333,5.5,3.5,4.333333333,6,107.0000068,4,2.25,72,65,3,3,4
.337707709834859,22,5,1,4.5,.886363636,7,2,3.6,6.5,4,4.5,6.5,120.000001,6,2.75,68,55,5,2,4
.322701877952387,21,5,1,4.5,.886363636,5,2,2.733333333,5.5,4.5,2.833333333,6,95.00000586,5,2,72, ,3,2,4
.210827611945043,21,5.5,1,5,.556818182,7,2,2.6,5.5,4.5,3.166666667,5,168.0000053,5,3.75,71, ,7,3,4
.440894257495598,22,4.5,0,3.5,.849056604,2.5,2,2.733333333,4,6,3.166666667,6.5,166.0000005,5,3.5,70, ,6,2,4
.485600009113024,22,4.5,1,5.5,1,5,1,2.933333333,2.5,5,3.666666667,4.5,139.0000004,4,3.75, ,85,4,3,4
.159518956202601,23,4.5,1,4,.471698113,2.5,1,2.266666667,4,4,2.666666667,4.5,214.9999981,4,2.5,73,80,6,3,4
.623904277587763,23,5.5,0,2.5,0,2.5,1,3.4,7,2.5,3.166666667,2.5,177.9999926,1,1.5, ,79,6,4,4
.0982405857718901,21,5.5,1,4,.435294118,2,1,3.4,3,4.5,4.5,6.5,171.9999962,3,3.25,75,78,6,3,4
.908810061780476,21,6,0,5.5,.507042254,2.5,1,3,6,3,3.666666667,5.5,54.00000005,5,2.25,74,78,4,4,4
.29997110810544,22,4.5,1,6,.905882353,4.5,1,2.666666667,7,3,1.833333333,4,163.9999956,6,3,73,78,6,3,4
.188690171147797,21,4,0,5,.577464789,4,1,2.466666667,2,3,3.333333333,4.5,234.9999996,5,3.5,72,78,5,4,4
-.190531923606149,21,3,1,5.5,.85915493,3,1,2.733333333,4.5,5.5,2.666666667,4,203.9999993,2,4.25,76,77,6,3,4
.247119232106389,21,5.5,1,6.5,.023255814,5.5,1,3.133333333,5,2,3.5,6.5,161.9999995,6,1.75,74,77,4,3,4
.412572865236826,21,4,1,4.5,.526315789,4,1,2.266666667,4,3.5,3.5,5.5,135.0000001,5,2.5,71,77,4,3,4
.41871660065771,21,5.5,1,7,.20754717,5.5,1,2.6,3,2.5,3.5,6,74.00000158,6,3.75, ,77,1,3,4
.145181346381601,21,5,0,7,.176470588,3,1,2.733333333,6,4.5,3.666666667,4.5,102.0000037,5,2.75,78,76,5,4,4
.118397205532192,21,4.5, ,6,1,3,1,3.133333333,4,1.5,3.166666667,6,133.0000041,5,3.25,74,76,3,3,4
.676001509806648,22,6,0,7,.518867925,4.5,1,3.533333333,6,3.5,3.5,5,133.0000041,6,2.75,73,76,2,3,4
.359019841662381,23,3,1,4.5,1,2.5,1,2.933333333,4,4,3.166666667,5,133.0000041,6,3, ,75.2,5,3,4
-.124793629176395,25,6,0,5.5,.960784314,5,1, ,5.5,3,2.833333333,5.5,240.9999954,6,2,77,75,3,2,4
.00953429848892815,20,5.5,1,5.5,.372727273,4.5,1,2.8,6,2,3.166666667,7,99.99999949,6,2,76,75,6,2,4
.42017780109494,22,4,1,5.5,.390909091,1.5,1,3.333333333,4,5,3.5,5.5,240.000002,4,3.5,76,75,3,1,4
.0653704469809841,22,4.5,0,7,.253521127,5.5,1,3.533333333,6,4.5,4.333333333,6.5,137.9999977,7,1.75,75,75,7,3,4
.482108548582137,21,4,1,5.5,.458823529,3.5,1,2.533333333,4,5,3,4,95.99999918,3,2.25,74,75,6,4,4
.390288044035438,22,5.5,1,7,.394366197,4,1,2.733333333,4,1.5,2.833333333,4.5,37.9999982,5,3.75,73,75,6,2,4
.0381104779786973, ,4,1,5,.746478873,5,1,3.066666667,6.5,3.5,3,5.5,233.0000035,6,2.75,72,75,4,4,4
.156663771862577,21,3,1,4,.090909091,2,1,3,3.5,5.5,3.5,3.5,130.9999998,3,2.75,72,75,6,2,4
.387137856969463,31,4.5,1,5.5,.183098592,7,1,3.066666667,6,2.5,2.833333333,6,52.00000398,7,1.75,72,75,6,3,4
.16173695319392,21,6,1,4,.197183099,5,1,2.933333333,6,2,2.333333333,4,132.0000019,6,2.5, ,75,5,3,4
-.322817787296703,21,7,1,7,.450704225,6.5,1,3.266666667,5.5,2,2.666666667,6,91.99999887,6,2.25,73,74,5,4,4
.140089438773034,21,4.5,0,5,.877358491,6,1,3,6,4.5,2.666666667,6,65.00000765,5,3,72,74,5,2,4
.00235267698467421,22,5.5,1,4,.670454545,2,1,3.2,4,4,3.833333333,5,163.0000023,5,2.5, ,74,6,3,4
.559220910246375,22,4,1,2,1,3,1,2.6,3.5,5,3.166666667,4.5,147.000001, ,3.5, ,74,3,3,4
.147888957253505,21,4.5, ,6,.225490196,4.5,1,2.866666667,4.5,3.5,3.833333333,5,137.9999983,6,2,78,73,3,4,4
-.00659385492829853,21,6,0,6,.090909091,4,1,2.733333333,4,1.5,3.666666667,5.5,126,5,2,74,73,4,3,4
.502361138968894,21,4,0,6,.968085106,5,1,2.266666667,4,4.5,3.666666667,4.5,72.99999946,5,3.5,71,73,7,1,4
.5707112609323,21,5,0,6,.852941176,6,1,3.2,5.5,1.5,4.166666667,4.5,53.00000673,5,4,78,72,3,3,4
.160550160008095,21,6,1,7,.079545455,6.5,1,2.2,5,6.5, ,6,76.00000582,3,4,76,72,4,4,4
.621894791024361,21,5,0,4,.290909091,2.5,1,2,5.5,3,2.666666667,6,103.0000058,4,2,76,72,5,3,4
.508769031941239,20,5,1,5,.507042254,2,1,2.866666667,5,5.5,3.333333333,3.5,118.9999989,2,2.25,74,72,6,2,4
.0421973614598104,21,5.5,1,5.5,.887323944,1,1,2.466666667,5.5,4.5,3.333333333,4,198.9999962,5,2.5,73,72,5,3,4
-.41645411004581,22,6,0,6.5,.673684211,3,1,3.266666667,3.5,1.5,3.333333333,5.5,105.9999952,6,3.25,73,72,5,3,4
.20643386584082,29,6,1,6,.604651163,3.5,1,3.266666667,6.5,3.5,4.166666667,6,144.9999968,6,1.25,73,72,3,3,4
-.177523226204336,23,5,0,5.5,.591549296,4,1,3.133333333,6,2,4,6.5,155.999995,7,3.25,72,72,5,3,4
.451908522591667,21,4,1,4.5,.602272727,4,1,2.666666667,5,3.5,3.333333333,5,149,5,2.5,71,72,6,3,4
.282112736136578,21,6,1,5.5,.090909091,4.5,1,3.133333333,5,3,3.833333333,6.5,126,5,2.5,70,72,4,2,4
-.319788468364054,21,5,1,6.5,.113636364,6,1,2.933333333,7,2.5,3.166666667,7,76,6,1.75,70,72,6,4,4
.52767441372911,21,1,0,7,.849056604,5.5,1,3.133333333,5,4,3.833333333,5,116.0000007,6,3,70,72,6,2,4
.733380736992457,22,5.5,1,5.5,.890909091,4.5,1,2.466666667,5,2,3.166666667,5.5,207.9999996,5,3.75,69,72,4,3,4
.754594996172684,54,7,1,6.5,1,7,1,3,4,3,3.833333333,6.5,233.9999975,6,1.5,68,72,4,2,4
.55130619651918,25,6.5,0,4,.971698113,4,1,2.8,4,2,3.833333333,5.5,240.000002,4,2.25,73,71,4,2,4
.240653501449252,21,4.5,1,4.5,.090909091,4,1,1.933333333,4,6,2.5,4.5,87.99999857,6,3.75,76,70,5,2,4
.44356740572995,21,3,0,7,.396226415,7,1,3.2,7,2.5,2.833333333,7,240.000002,5,1.75,75,70,5,4,4
.0618943668419858,24,7,0,7,.320754717,3.5,1,3.133333333,5.5,1.5,2.666666667,5.5,102.9999977,6,2.5,75,70,7,2,4
.0829378017640168,22,7,0,7,.670454545,6.5,1,2.666666667,6,2.5,2.833333333,6,139.9999944,6,3,74,70,6,3,4
.626223930843625,22,5,0,6.5,.605633803,4.5,1,2.733333333,5,3.5,4,6,240.000002,5,2.5,74,70,4,2,4
-.0431526808352952,21,5,1,5,.568181818,4,1,2.466666667,3.5,5,3.166666667,5,78,5,2.75,73,70,6,3,4
-.0110974336489896,21,5.5,1,6.5,.659090909,5,1,3,5.5,1.5,3.5,4.5,241,5,1.5,73,70,6,3,4
.521320801536346,22,3.5,1,5,.518867925,6,1,2.8,5.5,6,3,4.5,240.9999954,2,4,73,70,3,3,4
-.160148861750268,22,6,1,5,.518867925,1,1,2.4,2,5,3.5,5,151.0000014,3,3.25,73,70,3,3,4
.596855081251028,24,6,0,4,.197183099,3,1,2.333333333,6,6.5,3,3.5,107.9999995,5,3.5,73,70,4,2,4
-.245255670745552,21,4,1,7,.556818182,1,1,3.733333333,6,3.5,3.666666667,6,240,7,2.5,72,70,4,4,4
-.0678082238904835,21,4,1,4.5,.690140845,4.5,1,2.8,3.5,5.5,2.833333333,4.5,111.0000065,3,3.25,72,70,6,3,4
-.398874337662394,21,6.5,1,4.5,.971698113,5,1,2.733333333,6,6.5,3,6,68.99999916,6,2.25,72,70,4,2,4
.201126254308349,21,4.5,1,4,.85915493,6,1,2.466666667,5,3,2.666666667,5.5,56.99999824,6,3,72,70,6,4,4
-.296265536262443,22,5,0,4.5,.591549296,4,1,2.8,6,4,3.166666667,4.5,55.00000217,6,3,72,70,4,3,4
.381961388281469,22,5.5,0,6,.971698113,5.5,1,3.533333333,7,4.5,4.666666667,7,52.00000398,7,2.25,72,70,7,4,4
.53676019227413,21,5,1,6.5,.670454545,4.5,1,2.733333333,4.5,4,3.333333333,5,160,3,3.25,71,70,5,4,4
.2362652616728,21,6.5,0,6.5,.670454545,3.5,1,2.266666667,6,2,2.333333333,5,240,6,2.5,71,70,5,3,4
.362465931142692,21,4.5,1,7,.261363636,3.5,1,3.066666667,6,2.5,4,5,78.99999584,6,2,71,70,5,4,4
.414917357891445,21,4,1,4,.738636364,1.5,1,1.8,3,5,2.833333333,3,127.9999935,3,3.5,71,70,5,3,4
.53038340349194,22,4.5,0,3.5,.045454545,4,1,2.266666667,4.5,3.5,2.666666667,4,68,4,2.75,71,70,4,3,4
.922822493915431,22,4,1,7,.568181818,4,1,3.2,3.5,5,3.166666667,6.5,214,6,3.25,71,70,5,2,4
-.189020671881279,24,4,1,5,.568181818,4,1,2.266666667,5,5,2.5,5,240.000002,3,3.25,71,70,6,3,4
.476175360130818,26,6,1,5.5,.113636364,5.5,1,2.933333333,6,2.5,4,5.5,60,5,2.75,71,70,4,3,4
.223248349237619, ,4,0,7,.045454545,4,1,3.333333333,7,3,4.666666667,7,139.0000004,5,2.5,70,70,5,3,4
.396175255400823,21,6,0,6,.034090909,4,1,2.4,5.5,3,3.166666667,5,122,6,2.5,70,70,6,2,4
.425987188737207,21,4,0,6,.113636364,5.5,1,2.333333333,6,5,2.666666667,5,48.999997,6,2,70,70,5,3,4
-.147739070858913,22,5,1,6,.079545455,3,1,2.8,4,4.5,3.333333333,6,174.9999944,3,4,70,70,4,4,4
.560841848412772,22,5,0,7,1,5,1,3.333333333,6,4.5,2.5,7,147.999995,5,3.25,69,70,3,4,4
.290724002011943,20,4.5,1,6,.161616162,4.5,1,3.133333333,5,2,3.333333333,6,239.9999939,6,1.75, ,70,5,4,4
-.228062687551745,21,3,0,7,.094736842,6.5,1,2.8,6,1,3.5,3.5,98.99999737,7,3, ,70,6,3,4
-.0648880661993469,21,4.5,1,5.5,.310679612,4,1,2.866666667,6,3,3.833333333,5.5,91.99999887,2,1.75, ,70,6,4,4
.363808224247322,21,3.5,0,3.5,.32038835,3.5,1,3.266666667,2.5,6.5,3.5,6.5,156.9999977,4,4.25, ,70,6,4,4
-.0249892353634003,21,4,0,4.5,.070422535,4,1,2.8,6,3,3.5,5.5,52.00000461,5,3.25, ,70,6,3,4
.590284900311022,21,4,1,6.5,.72815534,3,1,3.266666667,5,2.5,4.166666667,6.5,144.9999968,5,2.5, ,70,7,4,4
.206269733593627,22,5,0,7,.113636364,3,1,3.2,5,5.5,3,7,240.000002,7,3, ,70,4,3,4
.314815170342021,49,7,1,6.5,.161616162,4.5,1,3,5,4,2.833333333,5,112.0000004,5,3, ,70,5,3,4
.556404552477364,21,3.5,1,6,.409090909,2.5,1,2.866666667,5,6.5,3.5,5.5,147.000001,3,2.25,72,69,6,2,4
.275594748079218,32,6.5,0,6.5,.745283019,7,1,2.933333333,6,1.5,3,6.5,213.999996,1,1.75,72,69,5,2,4
.239517731084068,21,4,1,5,.234042553,4.5,1,2.333333333,5,3,2.166666667,4,184.9999992,3,3,73,68,6,2,4
.0186631131878621,21,5.5,1,6.5,.577464789,5,1,3.133333333,6,2.5,3.833333333,6,165.9999998,6,2,72,68,5,2,4
.408084740915965,21,4,1,6.5,.76056338,6.5,1,1.533333333,2.5,2,2.166666667,2,67.00000372,5,2.25,72,68,4,2,4
.113225283890911,23,6,0,7,.745283019,2.5,1,2.066666667,6,2,2.333333333,5.5,143.9999941,6,3.25,72,68,6,3,4
-.0468736080603214,21,4.5,0,7,.034090909,7,1,2.6,6.5,4,2.5,5,128,6,1.75,71,68,4,3,4
.758936897748465,21,4,1,6.5,.727272727,3.5,1,3.066666667,4,4,3.166666667,4.5,183,6,3.5,71,68,6,4,4
.140523057775742,21,5.5,0,6,.568181818,4,1,2.533333333,4,3,2.833333333,5.5,203,6,2.5,70,68,4,4,4
.431693103328182,23,3,0,5.5,.471698113,5,1,3.266666667,6,5,2.5,3.5,133.9999974,5,2.75,73,67,5,3,4
.229536123687252,20,5.5,0,6,.260869565,2.5,1,2.6,5.5,2.5,3.5,6,147.000001,5,3.5,67,67,6,3,4
.593706504928839,21,6.5,1,4.5,.32038835,3.5,1,2.666666667,6,3.5,3.5,6,66.00000097,3,2.5, ,66,5,2,4
.83782502525993,21,6.5,1,6.5,.897727273,6,1,3.333333333,4,2,3.833333333,6,54.99999337,5,2.5,72,65,6,3,4
.166670870260533,21,3.5,0,4.5,.727272727,4,1,2.466666667,6,4.5,3.333333333,4.5,208,5,2.75,71,65,6,2,4
-.135419623746079,21,3.5,0,7,.727272727,6,1,3.066666667,6,3,2.833333333,6,99.99999949,6,2,71,65,7,3,4
.0863791833936585,21,4.5,1,6.5,.079545455,2.5,1,3.066666667,5.5,2,3.333333333,6,211,5,2.25,70,65,5,4,4
.377200891437752,21,6,1,7,.161616162,6.5,1,3.266666667,6,2,4,7,190.9999956,6,1.75,68,65,4,4,4
.491077982315964,21,4.5,0,5,.303030303,3.5,1, ,4,3.5, ,5,132.9999959,6,3,68,65,4,2,4
-.0798057433483027,21,4.5,1,4.5,.72815534,3,1,2.933333333,5.5,4.5,2.833333333,5,240.000002,2,3.25, ,65,4,4,4
.29691760526931,23,3.5,1,5.5,.590909091,6,1,2.866666667,4.5,4,3.666666667,6.5,139.9999944,5,2.75, ,65,5,2,4
.852786761328607,23,5.5,1,4.5,.922330097,4.5,1,2.733333333,2.5,5,3.833333333,6,240.000002,2,3.25, ,65,6,4,4
.384234359305771,22,5.5,1,5.5,.659090909,5.5,1,2.866666667,5,4,3.5,5,117.9999962,6,2.75,73,62,6,2,4
.295644941980662,21,4,0,5.5,.690140845,4,1,2.466666667,3,5,3,4.5,56.00000429,5,3.25,72,62,5,2,4
-.0338806026807028,23,6,0,5.5,.579545455, ,1, ,4,1, ,6.5,67.00000309,4,2.25,76,60,4,3,4
.173338099657479,20,5,1,4,.238636364,4.5,1,2.6,5,4,3.333333333,7,49.0000058,2,3,72,60,6,3,4
.41993516299406,21,6,1,6.5,.670454545,4,1,2.866666667,6,3,2.166666667,6,120.000001,6,3,72,60,3,3,4
.116485569829973,21,5.5,0,6,.579545455,6.5,1,3.066666667,5,4,3.5,7,61,5,3.5,70,60,6,4,4
.829814673413088,22,4.5,0,3.5,.602272727,2,1,2.8,5.5,2,3.833333333,5.5,117.9999968,5,3.75,70,60,6,4,4
.438701097642501,21,5.5,1,6,.946808511,4,1,2.866666667,4,4.5,3.166666667,3.5,184.9999999,5,3.25,70,59,7,2,4
.866473990902971,21,6,0,6,.727272727,3.5,1,2.066666667,5,5,3,3.5,152,2,3,70,58,5,2,4
-.0720489939157919,25,6,1,3,.113636364,4.5,1,2.4,5,3.5,2.333333333,4.5,27,6,3.25,71,50,6,3,4
.596712412960777,21,4.5,0,6.5,.659090909,6,1,2.733333333,6,3,3.333333333,5,39.99999426,6,2.5,72, ,6,4,4
.273665864857256,21,5,1,4.5,.578431373,4,1,3.266666667,4,2,3.5,6.5,171.9999968,7,2.75,78, ,4,2,4
.436157376205062,24,3.5,0,5,.605633803,4,1,2.2,6,3.5,3.5,4.5,240.000002,3,3.25,75, ,5,2,4
.387745634065297,21,5,1,6,.523255814,3.5,1,2.933333333,4.5,3.5,3,6,240.000002,4,3.75,73, ,6,3,4
.354265470959428,23,5.5,1,6.5,1,3,1,2.933333333,6,1.5,3.333333333,4,240.000002,7,3,73, ,5,3,4
-.258531500935145,21,4.5,1,5,.957746479,3,1,2.666666667,4,2,4,4.5,153.0000062,6,3.25,72, ,5,2,4
.491520152679632,22,5.5,1,4.5,.473684211,3,1,2.733333333,6,5,2.833333333,4.5,240.9999954,3,3.25,72, ,5,3,4
.318178468082014,21,3,1,6,.590909091,6,1,2.4,6,5,3,5.5,239.9999932,6,2.5,71, ,6,2,4
.773237602612651,21,4.5,1,4.5,.602272727,2.5,1,2.733333333,4,3,3.166666667,5.5,138.9999998,5,3.25,71, ,4,2,4
.326474158845859,20,6.5,0,3,.232323232,3,1,3.133333333,6,3.5,3.333333333,4,12.99999424,7,2.25, , ,3,3,4
.489788303884384,21,6.5,1,6.5,.112676056,3,1,3.2,5,6,3.666666667,5.5,162.0000002,3,3.5, , ,7,4,4
.508470244938705,22,4,0, ,.181818182,4.5,1,2.6,4.5,4.5, ,6,140.0000026,6,2.5, , ,4,2,4
.558983544817331,22,4.5,1,6.5,.514563107,4.5,1,2.866666667,6,2.5,3.666666667,5,241.0000042,6,1.75, , ,6,3,4
.302016660575161,21,4,0,4.5,.849056604,7,3,3.266666667,4.5,4.5,3,5,116.0000007,7,1.75,68,78,3,4,3
.14852103136678,22,4.5,1,6,.436363636,5,2,3.533333333,7,2.5,4.333333333,6,240.000002,6,2.25,78,85,4,3,3
.577827417768578,20,4,1,4,.245283019,6,2,2.866666667,5.5,4.5,3,5.5,98.99999674,6,3,75,82,3,3,3
.429096742631048,21,4.5,1,5.5,.225490196,3.5,2,2.8,5.5,2,3.5,4.5,196.999992,6,2,78,80,3,4,3
-.0243749277792207,26,4,0,5.5,.235294118,4.5,2,3.466666667,2,3.5,4,7,120.000001,6,2.25,78,80,3,3,3
.215288755578707,21,1,0,3,.905882353,6,2,3.466666667,4.5,3.5,2.5,5,51.99999581,4,3.25,73,80,3,4,3
.467228952960823,24,2.5,1,3,.663551402,1.5,2,2.8,4,5,3,4,74.9999949,3,3.25,72,78,4,4,3
.163521680371815,20,5,0,4,.715909091,4,2,2.4,5,3,2.333333333,4.5,74,5,3.5,71,78,6,3,3
.329841301844049,20,3.5,1,2.5,.326315789,1,2,2.266666667,3,5.5,3.333333333,5.5,60.99999854,2,3.25,71,78,5,3,3
-.0141802999570355,20,4.5,0,6.5,.079545455,2,2,2.6,6,4.5,3.166666667,4,69,6,3,70,78,5,2,3
.578614614933866,20,4.5,0,6.5,.929411765,4.5,2,2.8,6,2.5,2.333333333,5,239.9999939,6,2.25, ,78,4,4,3
.341600980366621, ,6,1,3.5,.098591549,3,2,3.8,4,6,3.166666667,4,77.99999309,5,3.5,78,77,5,4,3
.341341638355311,20,5,1,6,.140186916,5.5,2,3.2,6,2,3.833333333,5,220.0000005,6,2.5,73,77,6,3,3
.472093716398409,26,4,1,2.5,.169014085,2,2,3.4,5.5,5.5,4.333333333,6.5,128.000001,5,3.25,73,77,6,3,3
.150880181924828,20,5.5,1,5,.929411765,1.5,2,1.933333333,3,4.5,2.333333333,3,221.0000026,2,3.5,73,76,3,3,3
.36961633938592,21,4.5,0,4.5,.941176471,2.5,2,3.266666667,3,2,4.166666667,5,116.999994,3,2.75,73,76,5,3,3
.410893629722384,22,6,1,5,.154929577,5.5,2,2.4,6,4,3.666666667,5,192.9999999,7,1.5,73,76,6,2,3
-.181281091596574,21,4.5,1,5.5,.37254902,4,2,2.6,5,3,3.666666667,6.5,240.9999954,5,2.5, ,76,4,4,3
.384467476657117,21,3.5,1,7,.411764706,7,2,3,3.5,2.5,4,6,241.0000042,6,2.75,78,75,2,3,3
.742271255968462,19,5.5,1,5,.704225352,1.5,2,2.333333333,5,3.5,3,3,120.000001,2,4,76,75,6,2,3
.28039776591827,20,3.5,1,5,.925233645,5,2,3,5,2.5,3.333333333,3.5,124.0000013,6,2.5,75,75,6,4,3
